Unidade;Segmento;Item;Descrição;Modelo;Data Phase out;Substituto direto;Descrição Sust. Dir.;Substituto Indicacao;Descrição Subs. Ind.
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580328;Gravador Dig. de Vídeo MHDX 1132;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580329;Gravador Dig. de Vídeo MHDX 1116;OEM;jun/22;4580857;Gravador Dig. de Video MHDX 1216  MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580330;Gravador Dig. de Vídeo MHDX 3104;OEM;dez/21;4580645;GRAVADOR DIG.DE VIDEO MHDX 3104-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580331;Gravador Dig. de Vídeo MHDX 3108;OEM;nov/21;4580771;GRAVADOR DIG.DE VIDEO MHDX 3108-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580332;Gravador Dig de Vídeo MHDX 3116;OEM;nov/21;4580864;Gravador Dig de Vídeo MHDX 3016-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580333;GRAVADOR DIG.DE VIDEO IMHDX 3116 C/HD 4TB;SKD;dez/24;4580805;GRAVADOR DIG.DE VIDEO IMHDX 3116 C/HD 4TB AM;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580335;Gravador Dig. de Vídeo MHDX 7132;OEM;ago/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580336;Sistema de Rastreamento e Gerenc. Veicular MVD 3204 W V-Auto;OEM;mai/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580337;Sistema de Rastreamento e Gerenc.Veicular MVD 3204 GW V-Auto;OEM;abr/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580338;Sistema de Rastreamento e Gerenc.Veicular MVD 5204 GW V-Auto;OEM;abr/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580341;GRAVADOR DIG. DE VIDEO MHDX 3104 c/ HD 1TB;OEM;nov/21;4580713;GRAVADOR DIG.DE VIDEO MHDX 3104-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580342;GRAVADOR DIG. DE VIDEO MHDX 3108 c/ HD 3TB;OEM;nov/21;4580917;GRAVADOR DIG. DE VIDEO MHDX 3008-C c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580343;GRAVADOR DIG. DE VIDEO MHDX 3116 c/ HD 4TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580344;GRAVADOR DIG. DE Vídeo MHDX 1132 c/ HD 4TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580345;GRAVADOR DIG. DE Vídeo MHDX 1104 MANAUS;CKD;mai/23;4581022;Gravador Dig. de Video MHDX 1204 MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580346;GRAVADOR DIG. DE Vídeo MHDX 1108 MANAUS;CKD;dez/21;4580853;Gravador Dig. de Video MHDX 1208 MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580347;GRAVADOR DIG. DE Vídeo MHDX 1116 MANAUS;CKD;fev/22;4580857;Gravador Dig. de Video MHDX 1216 MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580348;GRAVADOR DIG. DE Vídeo MHDX 1104 C/HD 1TB  MANAUS;CKD;ago/22;4581023;Gravador Dig. de Video MHDX 1204 C/HD 1TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580349;GRAVADOR DIG. DE Vídeo MHDX 1108 C/HD 1TB  MANAUS;CKD;jan/22;4580854;Gravador Dig. de Video MHDX 1208 c/HD 1TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580350;GRAVADOR DIG. DE Vídeo MHDX 1108 C/HD 2TB  MANAUS;CKD;fev/22;4580855;Gravador Dig. de Video MHDX 1208 c/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580351;GRAVADOR DIG. DE Vídeo MHDX 1108 C/HD 3TB  MANAUS;CKD;fev/22;4580856;Gravador Dig. de Video MHDX 1208 c/HD 3TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580352;GRAVADOR DIG. DE Vídeo MHDX 1116 C/HD 1TB  MANAUS;CKD;jan/22;4580858;Gravador Dig. de Video MHDX 1216 c/HD 1TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580353;GRAVADOR DIG. DE Vídeo MHDX 1116 C/HD 3TB  MANAUS;CKD;jan/22;4580860;Gravador Dig. de Video MHDX 1216 c/HD 3TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580354;GRAVADOR DIG. DE Vídeo MHDX 1116 C/HD 4TB  MANAUS;CKD;fev/22;4580861;Gravador Dig. de Video MHDX 1216 c/HD 4TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580355;GRAVADOR DIG. DE Vídeo MHDX 3116 MANAUS;Interno;mar/19;4580864;Gravador Dig de Vídeo MHDX 3016-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580356;GRAVADOR DIG. DE Vídeo MHDX 3108 MANAUS;CKD;nov/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580357;GRAVADOR DIG. DE Vídeo MHDX 3116 C/HD 4TB  MANAUS;Interno;mar/19;4580343;GRAVADOR DIG. DE VIDEO MHDX 3116 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580358;GRAVADOR DIG. DE Vídeo MHDX 3108 C/HD 3TB  MANAUS;CKD;ago/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580359;GRAVADOR DIG. DE VIDEO MHDX 1116 c/ HD 1TB;OEM;fev/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580360;GRAVADOR DIG. DE VIDEO MHDX 1116 c/ HD 3TB;OEM;ago/21;4580860;Gravador Dig. de Video MHDX 1216 c/HD 3TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580361;GRAVADOR DIG. DE VIDEO MHDX 1116 c/ HD 4TB;OEM;ago/21;4580827;Gravador Dig. de Video MHDX 1216 c/HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580363;Gravador Dig. de Video MHDX 1004 c/ HD 2TB;Interno;abr/19;4581024;Gravador Dig. de Video MHDX 1204 C/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580364;Gravador Dig. de Video MHDX 1016 c/ HD 2TB;Interno;dez/18;4580859;Gravador Dig. de Video MHDX 1216 c/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580365;Gravador Dig. de Video MHDX 3004 c/ HD 2TB;Interno;mar/19;4580713;GRAVADOR DIG.DE VIDEO MHDX 3104-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580366;Gravador Dig. de Video MHDX 3008 c/ HD 2TB;OEM;out/18;4580718;GRAVADOR DIG.DE VIDEO MHDX 3108-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580367;Gravador Dig. de Video MHDX 3016 c/ HD 2TB;Interno;out/18;4580435;Gravador Dig. de Video MHDX 3116 c/ HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580368;Gravador Dig. de Video MHDX 1004 c/ HD 3TB;Interno;abr/19;4580495;Gravador Dig. de Video MHDX 1104 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580369;Gravador Dig. de Video MHDX 3004 c/ HD 3TB;Interno;jan/19;4580462;Gravador Dig. de Video MHDX 3104 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580370;Gravador Dig. de Video MHDX 1008 c/ HD 4TB;Interno;mai/19;4580498;Gravador Dig. de Video MHDX 1108 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580371;Gravador Dig. de Video MHDX 3004 c/ HD 4TB;Interno;fev/19;4580463;Gravador Dig. de Video MHDX 3104 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580372;Gravador Dig. de Video MHDX 1016 c/ HD 6TB;Interno;nov/18;4580419;Gravador Dig. de Video MHDX 1116 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580373;Gravador Dig. de Video MHDX 3008 c/ HD 1TB;OEM;out/18;4580717;GRAVADOR DIG.DE VIDEO MHDX 3108-C C/HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580374;Gravador Dig. de Video MHDX 3016 c/ HD 1TB;Interno;out/18;4580434;Gravador Dig. de Video MHDX 3116 c/ HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580375;Gravador Dig. de Video MHDX 5016 c/ HD 1TB;Interno;nov/18;4580504;Gravador Dig. de Video MHDX 5216 c/ HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580376;Gravador Dig. de Video MHDX 5016 c/ HD 2TB;Interno;nov/18;4580505;Gravador Dig. de Video MHDX 5216 c/ HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580377;Gravador Dig. de Video MHDX 3016 c/ HD 3TB;Interno;out/18;4580436;Gravador Dig. de Video MHDX 3116 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580378;Gravador Dig. de Video MHDX 5016 c/ HD 3TB;Interno;jan/19;4580506;Gravador Dig. de Video MHDX 5216 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580379;Gravador Dig. de Video MHDX 1004 c/ HD 4TB;Interno;mar/19;4580496;Gravador Dig. de Video MHDX 1104 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580380;Gravador Dig. de Video MHDX 3008 c/ HD 4TB;OEM;out/18;4580430;Gravador Dig. de Video MHDX 3108 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580381;Gravador Dig. de Video MHDX 1004 c/ HD 6TB;Interno;mai/19;4580497;Gravador Dig. de Video MHDX 1104 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580382;Gravador Dig. de Video MHDX 1008 c/ HD 6TB;Interno;abr/19;4580499;Gravador Dig. de Video MHDX 1108 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580383;Gravador Dig. de Video MHDX 3004 c/ HD 6TB;Interno;jan/19;4580464;Gravador Dig. de Video MHDX 3104 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580384;Gravador Dig. de Video MHDX 3008 c/ HD 6TB;OEM;out/18;4580431;Gravador Dig. de Video MHDX 3108 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580385;Gravador Dig. de Video MHDX 3016 c/ HD 6TB;Interno;out/18;4580437;Gravador Dig. de Video MHDX 3116 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580386;Gravador Dig. de Video MHDX 5016 c/ HD 6TB;Interno;dez/18;4580508;Gravador Dig. de Video MHDX 5216 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580387;Gravador Dig. de Video MHDX 1004 c/ HD 8TB;Interno;fev/19;4580518;Gravador Dig. de Video MHDX 1104 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580388;Gravador Dig. de Video MHDX 1008 c/ HD 8TB;Interno;mai/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580389;Gravador Dig. de Video MHDX 1016 c/ HD 8TB;Interno;nov/18;4580420;Gravador Dig. de Video MHDX 1116 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580390;Gravador Dig. de Video MHDX 3004 c/ HD 8TB;Interno;fev/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580391;Gravador Dig. de Video MHDX 3008 c/ HD 8TB;OEM;out/18;4580432;Gravador Dig. de Video MHDX 3108 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580392;Gravador Dig. de Video MHDX 3016 c/ HD 8TB;Interno;out/18;4580438;Gravador Dig. de Video MHDX 3116 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580393;Gravador Dig. de Video MHDX 5016 c/ HD 8TB;Interno;jan/19;4580509;Gravador Dig. de Video MHDX 5216 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580394;Gravador Dig. de Video MHDX 1004 c/ HD 10TB;Interno;mar/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580395;Gravador Dig. de Video MHDX 1008 c/ HD 10TB;Interno;jan/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580396;Gravador Dig. de Video MHDX 1016 c/ HD 10TB;Interno;jan/19;4580421;Gravador Dig. de Video MHDX 1116 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580397;Gravador Dig. de Video MHDX 3004 c/ HD 10TB;Interno;out/18;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580398;Gravador Dig. de Video MHDX 3008 c/ HD 10TB;OEM;out/18;4580433;Gravador Dig. de Video MHDX 3108 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580399;Gravador Dig. de Video MHDX 3016 c/ HD 10TB;Interno;out/18;4580439;Gravador Dig. de Video MHDX 3116 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580400;Gravador Dig. de Video MHDX 5016 c/ HD 10TB;Interno;out/18;4580510;Gravador Dig. de Video MHDX 5216 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580401;Gravador Dig. de Vídeo MHDX 504;OEM;set/22;4580874;Gravador Dig. de Video MHDX 1004-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580402;Gravador Dig. de Vídeo MHDX 508;OEM;set/22;4580884;Gravador Dig. de Video MHDX 1008-C;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580403;Gravador Dig. de Video MHDX 3132;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580404;Gravador Dig. de Video MHDX 5116 c/ HD 1TB;Interno;ago/19;4580504;Gravador Dig. de Video MHDX 5216 c/ HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580405;Gravador Dig. de Video MHDX 5116 c/ HD 2TB;Interno;ago/19;4580505;Gravador Dig. de Video MHDX 5216 c/ HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580406;Gravador Dig. de Video MHDX 5116 c/ HD 3TB;Interno;ago/19;4580506;Gravador Dig. de Video MHDX 5216 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580407;Gravador Dig. de Video MHDX 5116 c/ HD 4TB;Interno;ago/19;4580507;Gravador Dig. de Video MHDX 5216 c/ HD 4TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580408;Gravador Dig. de Video MHDX 5116 c/ HD 8TB;Interno;ago/19;4580509;Gravador Dig. de Video MHDX 5216 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580409;Gravador Dig. de Video MHDX 5116 c/ HD 10TB;Interno;ago/19;4580510;Gravador Dig. de Video MHDX 5216 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580410;Gravador Dig. de Video MHDX 5108 c/ HD 1TB;Interno;ago/19;4580511;Gravador Dig. de Video MHDX 5208 c/ HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580414;Gravador Dig. de Video MHDX 5108 c/ HD 2TB;Interno;ago/19;4580512;Gravador Dig. de Video MHDX 5208 c/ HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580415;Gravador Dig. de Video MHDX 5108 c/ HD 3TB;Interno;ago/19;4580513;Gravador Dig. de Video MHDX 5208 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580416;Gravador Dig. de Video MHDX 5108 c/ HD 6TB;Interno;ago/19;4580515;Gravador Dig. de Video MHDX 5208 c/ HD 6TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580417;Gravador Dig. de Video MHDX 5108 c/ HD 8TB;Interno;ago/19;4580516;Gravador Dig. de Video MHDX 5208 c/ HD 8TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580418;Gravador Dig. de Video MHDX 5108 c/ HD 10TB;Interno;ago/19;4580517;Gravador Dig. de Video MHDX 5208 c/ HD 10TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580419;Gravador Dig. de Video MHDX 1116 c/ HD 6TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580420;Gravador Dig. de Video MHDX 1116 c/ HD 8TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580421;Gravador Dig. de Video MHDX 1116 c/ HD 10TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580422;Gravador Dig. de Video MHDX 1132 c/ HD 1TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580423;Gravador Dig. de Video MHDX 1132 c/ HD 2TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580424;Gravador Dig. de Video MHDX 1132 c/ HD 3TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580425;Gravador Dig. de Video MHDX 1132 c/ HD 6TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580426;Gravador Dig. de Video MHDX 1132 c/ HD 8TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580427;Gravador Dig. de Video MHDX 1132 c/ HD 10TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580428;Gravador Dig. de Video MHDX 3108 c/ HD 1TB;OEM;nov/21;4580717;GRAVADOR DIG.DE VIDEO MHDX 3108-C C/HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580429;Gravador Dig. de Video MHDX 3108 c/ HD 2TB;OEM;nov/21;4580718;GRAVADOR DIG.DE VIDEO MHDX 3108-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580430;Gravador Dig. de Video MHDX 3108 c/ HD 4TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580431;Gravador Dig. de Video MHDX 3108 c/ HD 6TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580432;Gravador Dig. de Video MHDX 3108 c/ HD 8TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580433;Gravador Dig. de Video MHDX 3108 c/ HD 10TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580434;Gravador Dig. de Video MHDX 3116 c/ HD 1TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580435;Gravador Dig. de Video MHDX 3116 c/ HD 2TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580436;Gravador Dig. de Video MHDX 3116 c/ HD 3TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580437;Gravador Dig. de Video MHDX 3116 c/ HD 6TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580438;Gravador Dig. de Video MHDX 3116 c/ HD 8TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580439;Gravador Dig. de Video MHDX 3116 c/ HD 10TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580446;Gravador Dig. de Video MHDX 1104 c/ HD 2TB Manaus;CKD;fev/22;4581024;Gravador Dig. de Video MHDX 1204 C/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580447;Gravador Dig. de Video MHDX 1116 c/ HD 2TB Manaus;CKD;fev/22;4580859;Gravador Dig. de Video MHDX 1216 c/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580448;Gravador Digital de Video MHDX 5208;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580449;Gravador Digital de Video MHDX 5216;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580451;Gravador Dig, de Imagem NVD 1304;OEM;out/21;4581062;Gravador Dig. de Video NVD 1404;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580452;Gravador Dig. de Imagem NVD 1308;OEM;out/21;4581013;GRAVADOR DIG.DE VIDEO NVD 1408 AM;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580453;Gravador Dig. de Imagem NVD 1316;OEM;dez/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580455;Gravador Dig. de Video MHDX 1116 c/ HD 2TB;OEM;ago/21;4580859;Gravador Dig. de Video MHDX 1216 c/HD 2TB MANAUS;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580456;Gravador Dig. de Vídeo MHDX 3108 c/ HD 1TB Manaus;CKD;ago/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580457;Gravador Dig. de Vídeo MHDX 3108 c/ HD 2TB Manaus;CKD;ago/21;4580718;GRAVADOR DIG.DE VIDEO MHDX 3108-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580458;Gravador Dig. de Vídeo MHDX 3116 c/ HD 1TB Manaus;Interno;mar/19;4580434;Gravador Dig. de Video MHDX 3116 c/ HD 1TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580459;Gravador Dig. de Vídeo MHDX 3116 c/ HD 2TB Manaus;Interno;mar/19;4580435;Gravador Dig. de Video MHDX 3116 c/ HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580460;Gravador Dig. de Vídeo MHDX 3116 c/ HD 3TB Manaus;Interno;mar/19;4580436;Gravador Dig. de Video MHDX 3116 c/ HD 3TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580461;Gravador Dig. de Video MHDX 3104 c/ HD 2TB;OEM;nov/21;4580713;GRAVADOR DIG.DE VIDEO MHDX 3104-C C/HD 2TB;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580462;Gravador Dig. de Video MHDX 3104 c/ HD 3TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
SEGURANCA ELETRONICA;Gerenciamento de Imagem;4580463;Gravador Dig. de Video MHDX 3104 c/ HD 4TB;OEM;nov/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
