Unidade;Segmento;Item;Descrição;Modelo;Data Phase out;Substituto direto;Descrição Sust. Dir.;Substituto Indicacao;Descrição Subs. Ind.
Controle de Acesso;Incêndio e Iluminação;4616629;Bateria Recarreg�vel 12 V 18 Ah - UP12180;OEM;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4616633;Suporte  Aerosol 1000/ 1500/ 2500 PRETO MICROTEXTURIZADO;Interno;set/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616635;Suporte  Aerosol 30/ 60 PRETO MICROTEXTURIZADO;Interno;set/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616638;Suporte  Aerosol 250/ 500 A�O INOX;Interno;set/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616639;Suporte  Aerosol 30/ 60 A�O INOX;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4616640;FONTE DE ALIMENTAÇÃO BIVOLT SAIDA 24V / 2,2A;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4616641;Cabo de Alarme de Incêndio Blindado 2x0,75mm�;OEM;jul/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616642;Cabo de Alarme de Incêndio Blindado 2x1,50mm�;OEM;jul/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616643;Cabo de Alarme de Incêndio Blindado 2x0,75mm�+2x1,50mm�;OEM;jul/17;;;;
Controle de Acesso;Incêndio e Iluminação;4616644;ISOLADOR DE LAÇO IDL 520;OEM;abr/22;4610041;ISOLADOR DE LACO IDL 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616645;MODULO DE ENTRADA MDI 520;OEM;fev/22;4610042;MODULO DE ENTRADA MDI 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616646;MODULO DE ENTRADA E SAIDA MIO 520;OEM;fev/23;4610038;MODULO DE ENTRADA OU SAIDA MIO 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616649;MODULO DE ENTRADA OU SAIDA MIO 521;Interno;ago/24;4610038;MODULO DE ENTRADA OU SAIDA MIO 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616650;Modulo De Entrada Y Salida MIO 520;OEM;jul/22;4610038;MODULO ENTRADA OU SAIDA MIO 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616651;Modulo De Entrada MDI 520 EXP;OEM;ago/22;4610044;MODULO DE ENTRADA MDI 521 EXP V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616652;Isolador De Lazo IDL 520;OEM;mar/23;4610041;ISOLADOR LACO IDL 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616653;MODULO DE ENTRADA MDI 521;Interno;ago/24;4610042;MODULO DE ENTRADA MDI 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616654;Isolador de LAÇO IDL 521;Interno;ago/24;4610041;ISOLADOR DE LACO IDL 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616655;MODULO DE ZONA MDZ 521;Interno;ago/24;4610037;MODULO DE ZONA MDZ 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616657;MODULO DE ENTRADA Y SALIDA MIO 521;Interno;mar/25;4610038;MODULO ENTRADA OU SAIDA MIO 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616658;MODULO DE ENTRADA MDI 521 EXP;Interno;mai/25;4610044;MODULO DE ENTRADA MDI 521 EXP V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616659;Isolador de Lazo IDL 521;Interno;set/24;4610041;ISOLADOR LACO IDL 521 V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4616660;MODULO DE ZONA MDZ 521 EXP;Interno;mai/25;4610045;MODULO DE ZONA MDZ 521 EXP V2;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4620000;Detector de Fumaça AUTONOMO DFA 620;OEM;jul/23;Nao se aplica;Nao se aplica;4620620;Detector de Fumaça Smart IDF 620
Controle de Acesso;Incêndio e Iluminação;4621620;DETECTOR GAS SMART IDG 620;OEM;mai/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4622620;Detector de Mon�xido de Carbono Smart IDM 620;OEM;jun/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4630000;EXPOSITOR LINHA Iluminação AUTONOMA;Interno;out/18;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4630001;CENTRAL DE Iluminação - 12V(CC) - 360W - 2 CIRCUITOS LUME 12;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630002;CENTRAL DE Iluminação - 24V(CC) - 1000W * 127/220V-60Hz LUME;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630003;CENTRAL DE Iluminação - 24V(CC) - 2000W * 127/220V-60Hz LUME;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630004;CENTRAL DE Iluminação 24V 10 CIRCUITOS-2000W-60Hz-127/220V;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4630005;CENTRAL ILUM DE EMERG*24V-15 CIRCUITOS-2000W-60Hz 127/220V;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630006;CENTRAL DE ILUMINA�AO DE EMERGENCIA - 24V(CC) - 2X500W * 127;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630007;CENTRAL DE Iluminação 1000W-110/220V-PERMANENTEMENTE ACESO;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630009;Luminária DE EMERGENCIA AUTONOMA LEA101 OEM;OEM;dez/18;;;;
Controle de Acesso;Incêndio e Iluminação;4630031;Luminaria de EMERGENCIA AUTONOMA LEA 30;OEM;jul/23;4630013;Luminária EMERGENCIA AUTONOMA LEA 31;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4630100;CENTRAL DE Iluminação LUME 1000;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4630200;CENTRAL DE Iluminação LUME 2000;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4630501;PAINEL REBAIXADOR DE Tensão LINE 2000 RT 288;Interno;set/17;;;;
Controle de Acesso;Incêndio e Iluminação;4630502;PAINEL REBAIXADOR DE Tensão RT360 4MOD. DE MINUTER. S/PAINEL;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630503;PAINEL REBAIXADOR DE Tensão RT480 4MOD. DE MINUTER. S/PAINEL;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630504;PAINEL REBAIXADOR DE Tensão RTE1585 15CIRC. GERADOR+BATERIA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630505;PAINEL REBAIXADOR DE Tensão RTE2640 20CIRC. GERADOR+BATERIA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630506;QDR CNDO P/SIST DE ILUM.EMERG. LINE 2000-264W 3 MOD S/PAINEL;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630507;QDR CNDO P/SIST DE ILUM.EMERG. LINE 2000-264W 2 MOD S/PAINEL;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630510;Eletroímã  24V - P/ PORTA CORTA FOGO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630511;PLC Rele Auxiliar 6 Contatos Revers�veis 24 V/15 A;Interno;jan/17;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4630512;PLACA ELETRONICA INTERFACE - RS-485 SMD;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630514;CONVERSOR DE PROTOCOLOS MODBUS SLAVE - TTL-ETHERNET;Interno;jul/17;;;;
Controle de Acesso;Incêndio e Iluminação;4630515;QUADRO DE COMANDO P/SIST ALARME DE INC STC.PAINEL REBAIXADOR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630516;QUADRO COMANDO P/SISTEMA ILUM.EMERG.-RTE-PAINEL REBAIX.TENS�;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630517;QUADRO DE COMANDO P/ SIST ILUM EMERG RTE - PAINEL REBAIX DE;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630518;QUADRO DE COMANDO P/ SISTEMA DE ILUM. DE EMER.RTE 16 CIR. 10;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630519;QUADRO COM SIST ILUM.EMERG.-RTE-PAINEL REBAIX.Tensão RT-360;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630520;PAINEL REBAIXADOR DE Tensão RT-660W 4 MINUTERIAS LINE 2000;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630521;PAINEL REBAIXADOR DE Tensão RT-880W 4 MINUTERIAS LINE 2000;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4630522;Painel Rebaixador de Tensão RT-528W 4 Minuterias Line 2000;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631001;LUMINARIA ILUME CENTRALIZADA LED - 5W - 24V(CC)  - IP20;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4631002;LUMINARIA ILUME CENTRALIZADA - EMBUTIR - LED- 5W IP20;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631003;Luminária LED CENTRALIZADA 24 Vcc;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4631004;Luminária LED 800 lm 24 Vcc;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631005;Luminária LED 400 lm 24 Vcc;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631006;Luminária L�MP: PL 9W - COM SOQUETE * 24V(CC) - MOD. LMC 219;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631007;BASE PLACA DE SAIDA ACRILICA LED PAREDE/TETO * BRANCA - 24V;Interno;set/16;;;;
Controle de Acesso;Incêndio e Iluminação;4631008;BASE PLACA DE SAIDA ACRILICA LED PAREDE/TETO * BRANCA - 24V;Interno;set/16;;;;
Controle de Acesso;Incêndio e Iluminação;4631011;KIT FAROL LED 2x10W 24VCC SUPORTE ALUMINIO PT FOSC MICROTEXT;Interno;mar/17;;;;
Controle de Acesso;Incêndio e Iluminação;4631012;KIT FAROL MONT 2x55W 24VCC SUP ALUM�NIO CINZA LENTE VIDRO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631013;UNIDADE DE ACLARAMENTO DE ROTA DE FUGA MOD. LUMINAR (LED 2X5;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631014;UNIDADE ROTA DE FUGA-ILUME LUMIN CENTR LED 3X5W 24V IP20;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631015;LUMINARIA PENDENTE IP 55 - MOD. LUB 839 * LAMP. 8W - INV 24;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631016;UNIDADE AUTON P/ ACLARAMENTO DE ROTA DE FUGA FAROL C/LAMPADA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631017;UNIDADE DE ACLARAMENTO PARA ROTA DE FUGA - FAROL C/ Lâmpada;Interno;nov/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631018;UNIDADE DE ACLARAMENTO DE ROTA DE FUGA PL 9W - COM SOQUETE;Interno;dez/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631019;Luminária LED * 24V(CC) - 4x40 LUMENS - IP-20 - LUM 759;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631020;UNIDADE ACLARAMENTO ROTA DE FUGA MOD.LUM INOX 24VCC 1 X 10W;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631021;LUMINARIA SOBREPOR IP-20 24VCC - LED 16 X 1W;Interno;jun/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631022;FAROL DUPLO PT FOSCO A�O LED 2x10W 24VCC;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631023;Luminária LED CENTRALIZADA 12 Vcc;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4631200;BLOCO ILUM AUTONOMO BLA 1200;OEM;abr/25;4630012;BLOCO ILUM AUTONOMO BLA 1202;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4632200;BLOCO ILUM AUTONOMO BLA 2200;OEM;mar/25;4630011;BLOCO ILUM AUTONOMO BLA 2202;Nao se aplica;Nao se aplica
Controle de Acesso;Incêndio e Iluminação;4633000;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633001;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633002;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633003;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633004;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633005;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633006;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA EMERGENCIA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633007;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SETA CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633008;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SETA BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633009;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633010;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633011;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO DESCE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633012;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO DESCE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633013;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SOBE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633014;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SOBE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633015;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633016;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633017;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633018;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633019;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633020;NEW SLIM CENTR SIMPLES FACE VM-BR SAIDA/EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633021;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SAIDA-EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633022;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SAIDA-EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633023;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SAIDA-EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633024;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SOBE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633025;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO SOBE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633026;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO DESCE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633027;NEW SLIM CENTR SIMPLES FACE VM-BR PICTO DESCE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633028;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633029;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633030;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633031;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633032;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633033;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633034;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA EMERGENCIA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633035;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SETA CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633036;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SETA BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633037;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633038;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633039;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO DESCE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633040;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO DESCE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633041;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SOBE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633042;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SOBE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633043;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633044;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633045;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633046;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633047;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633048;NEW SLIM CENTR SIMPLES FACE BR-VM SAIDA/EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633049;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SAIDA-EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633050;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SAIDA-EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633051;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SAIDA-EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633052;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SOBE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633053;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO SOBE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633054;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO DESCE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633055;NEW SLIM CENTR SIMPLES FACE BR-VM PICTO DESCE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633056;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633057;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633058;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633059;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633060;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633061;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633062;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA EMERGENCIA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633063;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SETA CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633064;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SETA BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633065;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633066;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633067;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO DESCE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633068;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO DESCE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633069;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SOBE ESCADA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633070;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SOBE ESCADA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633071;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633072;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633073;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633074;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633075;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633076;NEW SLIM CENTR SIMPLES FACE BR-VD SAIDA/EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633077;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SAIDA-EXIT SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633078;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SAIDA-EXIT SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633079;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SAIDA-EXIT S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633080;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SOBE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633081;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO SOBE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633082;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO DESCE RAMPA SETA ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633083;NEW SLIM CENTR SIMPLES FACE BR-VD PICTO DESCE RAMPA SETA DIR;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633084;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA 2 SETAS BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633085;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA 2 SETAS CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633086;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633087;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633088;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA SETA DIR ESQ;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633089;NEW SLIM CENTR DUPLA FACE VM-BR SAIDA EMERGENCIA S/SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633090;NEW SLIM CENTR DUPLA FACE VM-BR PICTO SETA CIMA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633091;NEW SLIM CENTR DUPLA FACE VM-BR PICTO SETA BAIXO;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633092;NEW SLIM CENTR DUPLA FACE VM-BR PICTO SETA;Interno;out/15;;;;
Controle de Acesso;Incêndio e Iluminação;4633093;NEW SLIM CENTR DUPLA FACE VM-BR PICTO DESCE ESCADA;Interno;out/15;;;;
