segmento;codigo;produto;segmento_telefone;segmento_blip
800;492;EPE 1005+;varejo_energia;Varejo Energia
800;492;EPE 1006;varejo_energia;Varejo Energia
800;492;EPE 1008+;varejo_energia;Varejo Energia
800;492;EPS 301;varejo_energia;Varejo Energia
ALARMES;490;AA1000R;gtc+unidade;Segurança Defense Alarmes
ALARMES;490;AA1110T;gtc+unidade;Segurança Defense Alarmes
ALARMES;490;AA1220T;gtc+unidade;Segurança Defense Alarmes
ALARMES;454;AMT 1000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 1004 RF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 1016 NET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2008 RF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2010;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2018;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2018 E;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2018 E 3G;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2018 E SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2018 EG;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2110;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 2118 EG;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 3010;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 4010 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 4010 SMART NET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT Mobile V3;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT REMOTO 4.85;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT REMOTO 5;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT REMOTO 6;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;AMT REMOTO MOBILE;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 1002;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 1002 MF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 1004 MF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 1004 PL;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 2003;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 2004 MF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 2008 MF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 24 NET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 3004 ST;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;ANM 3008 ST;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Atuador PGM 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;BOOTLOADER 1.04;seguranca_alarmes_sensores;Segurança MG
ALARMES;490;Defense IA + Alarmes;seguranca_defense_alarmes;Segurança Defense Alarmes
ALARMES;454;Defense IA Lite + Alarmes;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 2001 MT;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 2001 UN;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 2002 DM;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 3012;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 4001 RF;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 5001;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 5002 HIGH POWER;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 5003 HIGH POWER;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 5112;seguranca_alarmes_sensores;Segurança MG
ALARMES;455;ELC 6012 NET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;FXO 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;GPRS 1000 UN;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Haste Barra Chata com 4 isoladores;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Haste Barra Chata com 6 isoladores;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Haste Estrelada com 4 isoladores;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Haste Estrelada com 6 isoladores;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 3015 X;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 3060 DF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 3070 X;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 3100 DF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 3110 X;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 5015 DIGITAL;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 5040 AT;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 5080 AT;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 7100 Dual;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 7100 Hexa;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 7100 OCTA;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 7100 Quad;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVA 9100 TRI;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Sensor de movimento infravermelho passivo;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 1000 SF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 2000 CF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 2000 SF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 CF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 MW;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 MW EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 MW PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 OD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3000 SHIELD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3011 CORTINA;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3011 TETO;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 3021 SHIELD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 4101 PET SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 5001 PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 5001 PET SHIELD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 5002 PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 5301 PET PRO;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 5311 MW PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 7001 MW EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 7001 MW PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 7100 MW EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 8000 EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 8000 PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;IVP 8000 PET CAM;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Lente p/ IVP 3000 MW EX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Lente p/ IVP 3000 PET;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Programador 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;RECEPTOR IP;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;REP 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;SIR 1000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;SIR 2000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;SIR 3000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;Sistema 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;TX 4020 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;TX 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAC 2000 TX;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAC 3000 4K;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAC 3000 4T;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAC 4000 Smart;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAC 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAG 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAG 8000 3G;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAR 1002 UN;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAR 2000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAR 2002 UN;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAR 3060 UN;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAR 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS 2000 SF;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS 4010 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS CONNECT / XAS CONNECT BLACK;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS de Sobrepor / XAS de Sobrepor Black;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS LIGHT / XAS LIGHT BLACK;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS PORTA DE AÇO;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS PORTA DE AÇO MINI;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS PORTA DE AÇO SP;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAS SMART BLACK;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAT 2000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAT 2000 LCD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAT 3000 LED;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAT 4000 LCD;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XAT 8000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XE 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEG 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEL 2000 AT;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEL 5001;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEP 4004 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEZ 4008 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XEZ 4108 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XG 2100;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XG 4000 SMART;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XSA 1000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XSA 1000;seguranca_alarmes_sensores;Segurança MG
ALARMES;454;XSS 8000;seguranca_alarmes_sensores;Segurança MG
COMUNICACAO ANALOGICO;435;1040 Scope;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;105 Confort;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;126 Digital;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;141 Digital;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;1664 Little;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;210 Double;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;416 Pointer;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;80 Digital;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;832 Expert;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;95 Digital;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Aplicativo Frequency Intelbras;varejo_comunicacao;Varejo Comunicação
COMUNICACAO ANALOGICO;407;CAP 100;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;CAP 200 BT;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 10040;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 1005;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 16064;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 2008;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 2010;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 4015;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Central Analógica 6020;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Clic Fone;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conecta;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conecta Mais;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Conference;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 16000;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 6000;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;CORP 8000;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;EVC 2000;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;EVC 300 USB;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus One;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus Pro;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;407;Focus Style;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;IC E1;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;ICC 30;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 200;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 200i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 640;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Lobby 640i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Mesa Virtual 3610;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Mesa Virtual 4114;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Minicom;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Modulare Mais;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Módulo Lobby;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;No Stop 60;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 1610 Plus;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 1610i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 3610;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;OP 4114;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;PABX Keo K 208;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 800;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 803;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 830;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;RDS 840;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Remora;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Rêmora;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Rêmora 4;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Rêmora 5;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TE 200;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TE 220;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 3130;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 530;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 630 SMD;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 630i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 730i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;TI 830i;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;VM 3000;comunicacao_analogico;Telecom Analógico
COMUNICACAO ANALOGICO;435;Voice Mail;comunicacao_analogico;Telecom Analógico
CFTV;490;AWL 7000;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;BCM 1035 (Bodycam);seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;490;BCM 5000 (Bodycam);seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;458;Cálculo de HD;seguranca_cftv;Segurança SC
CFTV;458;CAM 18X IP LT;seguranca_cftv;Segurança SC
CFTV;458;CAM 36X LS LT;seguranca_cftv;Segurança SC
CFTV;458;CAM 600I LT;seguranca_cftv;Segurança SC
CFTV;490;CMP 7200 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CMP 7201 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CMP 7202 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;CONEX 1000 P4 BNC Borne;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 P4 BNC Mola;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 P4 Femea;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 P4 Macho;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 RCA;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 RJ45 CAT5E;seguranca_cftv;Segurança SC
CFTV;458;CONEX 1000 RJ45 CAT6;seguranca_cftv;Segurança SC
CFTV;490;Controladora de painéis de LED TB2;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de painéis de LED TB30;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de painéis de LED TB50;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;Controladora de painéis de LED TB60;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;CP4;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;CRIADOR DE ROTA ESTÁTICA;seguranca_cftv;Segurança SC
CFTV;458;CVD 1004;seguranca_cftv;Segurança SC
CFTV;458;CVD 1008;seguranca_cftv;Segurança SC
CFTV;490;DCM 3002 GW IA (Dashcam);seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;490;DCM 5004 GW IA (Dashcam);seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;490;Defense IA;seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;458;Defense IA Lite + Câmeras/DVRs;seguranca_cftv;Segurança SC
CFTV;458;DI.CA;seguranca_cftv;Segurança SC
CFTV;458;DISK Tool;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;DMT 7200 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;DMT 7200 FTU;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;DSS;seguranca_cftv;Segurança SC
CFTV;490;EWL 7003 IR;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;FERRAMENTA DE BACKUP;seguranca_cftv;Segurança SC
CFTV;458;GUARDIAN;seguranca_cftv;Segurança SC
CFTV;458;HD WD Gold;seguranca_cftv;Segurança SC
CFTV;458;HD WD RE;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1004;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1004 G2;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1008;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1008 G2;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1016;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1016 G2;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 1032;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3004;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3008;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3016;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3108;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3116;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3116 G2;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 3132 M;seguranca_cftv;Segurança SC
CFTV;458;HDCVI 5032 H;seguranca_cftv;Segurança SC
CFTV;458;WD;seguranca_cftv;Segurança SC
CFTV;458;HDs WD Purple™;seguranca_cftv;Segurança SC
CFTV;458;HVD 7032;seguranca_cftv;Segurança SC
CFTV;458;I DVR H;seguranca_cftv;Segurança SC
CFTV;493;ICA 1001;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;458;iMHDX 3004;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 3008;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 3016;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 3032;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 3116;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 5008;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 5108;seguranca_cftv;Segurança SC
CFTV;458;iMHDX 7016;seguranca_cftv;Segurança SC
CFTV;490;iMHDX 9008;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9016;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9116;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iMHDX 9116 FT BR;seguranca_linha_future_tmr;Segurança Linha Future / TMR
CFTV;458;Intelbras Cloud;seguranca_cftv;Segurança SC
CFTV;458;INTELBRAS MEDIA PLAYER;seguranca_cftv;Segurança SC
CFTV;458;Intelbras Multi-BOX;seguranca_cftv;Segurança SC
CFTV;458;iNVD 1016;seguranca_cftv;Segurança SC
CFTV;458;iNVD 3016;seguranca_cftv;Segurança SC
CFTV;458;iNVD 3032;seguranca_cftv;Segurança SC
CFTV;458;iNVD 5032;seguranca_cftv;Segurança SC
CFTV;458;iNVD 5132;seguranca_cftv;Segurança SC
CFTV;458;iNVD 5232;seguranca_cftv;Segurança SC
CFTV;458;iNVD 5232-16P;seguranca_cftv;Segurança SC
CFTV;458;iNVD 7032;seguranca_cftv;Segurança SC
CFTV;490;iNVD 7116 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 90128 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9016 PE FTU;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9024 P FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9032 PE FTU;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9032 R FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9064 FTU;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9116 PE FTU;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9132 PE FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9164 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9216 PE FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9232 PE FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVD 9264 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;490;iNVU 90128 M1 FT;seguranca_linha_future_tmr;Linha Future / TMR
CFTV;458;IP UTILITY;seguranca_cftv;Segurança SC
CFTV;493;ISI 1001;varejo_casa_inteligente;Linha Izy
CFTV;458;ISIC;seguranca_cftv;Segurança SC
CFTV;458;ISIC 4;seguranca_cftv;Segurança SC
CFTV;458;ISIC 5;seguranca_cftv;Segurança SC
CFTV;458;ISIC 6;seguranca_cftv;Segurança SC
CFTV;458;ISIC LITE;seguranca_cftv;Segurança SC
CFTV;493;IST 1001;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;493;ISW 1001;varejo_casa_inteligente;Linha Izy
CFTV;458;ITS;seguranca_cftv;Segurança SC
CFTV;493;IZC 1003;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;493;IZC 1004;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;493;IZC 1005;varejo_casa_inteligente;Varejo Casa Inteligente
CFTV;458;KS 1042;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1004;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1008;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1016;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1032;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1104;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1104-C;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1108;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1108-C;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1116;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1116-C;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1132;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1204;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1208;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1216;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1304;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1308;seguranca_cftv;Segurança SC
CFTV;458;MHDX 1316;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3004;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3008;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3016;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3104;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3104-C;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3108;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3108-C;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3116;seguranca_cftv;Segurança SC
CFTV;458;MHDX 3132;seguranca_cftv;Segurança SC
CFTV;458;MHDX 5016;seguranca_cftv;Segurança SC
CFTV;458;MHDX 504;seguranca_cftv;Segurança SC
CFTV;458;MHDX 508;seguranca_cftv;Segurança SC
CFTV;458;MHDX 5108 4K;seguranca_cftv;Segurança SC
